ID	SYMBOL	BIOTYPE	CHROMOSOME	START	STOP
ENSMUSG00000053353	2310001K24Rik	other	2	163471957	163473005
ENSMUSG00000046840	Hnf4aos	other	2	163493807	163541720
ENSMUSG00000085087	Gm13528	other	2	33177902	33181881
ENSMUSG00000087301	Gm13629	other	2	66440880	66546026
ENSMUSG00000109877	Gm45609	other	2	155074181	155099510
ENSMUSG00000087524	Gm14285	other	2	131561614	131563179
ENSMUSG00000086831	Gm14280	other	2	131652897	131721838
ENSMUSG00000086382	Chrna1os	other	2	73584850	73589208
ENSMUSG00000085742	Gm13536	other	2	33446802	33449207
ENSMUSG00000085838	Chn1os1	other	2	73658270	73660263
ENSMUSG00000086544	Chn1os3	other	2	73596526	73616012
ENSMUSG00000058812	0610039K10Rik	other	2	163644850	163645801
ENSMUSG00000087129	Gm16316	other	2	163685004	163692279
ENSMUSG00000052951	C130021I20Rik	other	2	33641193	33646354
ENSMUSG00000086462	Gm13990	other	2	116848099	116877168
ENSMUSG00000086484	Nron	other	2	33805816	33813591
ENSMUSG00000085633	Bloc1s6os	other	2	122733290	122738362
ENSMUSG00000085760	Gm14302	other	2	164459896	164460955
ENSMUSG00000074987	Wt1os	other	2	105076538	105126510
ENSMUSG00000087043	Gm13599	other	2	67309659	67396491
ENSMUSG00000087467	Gm13601	other	2	67491044	67516525
ENSMUSG00000086450	Macrod2os1	other	2	141230431	141286991
ENSMUSG00000074763	Macrod2os2	other	2	141229670	141235426
ENSMUSG00000086756	Gm14051	other	2	132144533	132220250
ENSMUSG00000085538	Gm11455	other	2	164135703	164140419
ENSMUSG00000086970	Bcas1os1	other	2	170405181	170407175
ENSMUSG00000086999	Bcas1os2	other	2	170356361	170380435
ENSMUSG00000085495	Gm16796	other	2	170499357	170511927
ENSMUSG00000085649	A730032A03Rik	other	2	164177584	164196564
ENSMUSG00000084908	C79798	other	2	34287771	34304440
ENSMUSG00000085225	Gm14637	other	2	170576054	170578424
ENSMUSG00000086775	Snhg7os	other	2	26640372	26645944
ENSMUSG00000085182	Gm13596	other	2	68476082	68477752
ENSMUSG00000087430	Gm13405	other	2	31209470	31211347
ENSMUSG00000087377	AV099323	other	2	132253357	132261333
ENSMUSG00000087409	Gm14271	other	2	172046526	172050134
ENSMUSG00000075027	4631405J19Rik	other	2	93027956	93044732
ENSMUSG00000085905	Gm14273	other	2	172324334	172338663
ENSMUSG00000085546	Gm14252	other	2	156332317	156339381
ENSMUSG00000086546	Gm13709	other	2	73370909	73379297
ENSMUSG00000085519	Gm13703	other	2	73357268	73364333
ENSMUSG00000102329	Gm10851	other	2	11521706	11530836
ENSMUSG00000086843	E030013I19Rik	other	2	12300946	12312315
ENSMUSG00000086995	Gm13544	other	2	58276779	58286902
ENSMUSG00000087667	Gm13381	other	2	28562197	28576698
ENSMUSG00000085768	Gm13707	other	2	73421909	73429142
ENSMUSG00000092397	C130080G10Rik	other	2	114054335	114064868
ENSMUSG00000085483	Gm14198	other	2	154630002	154632636
ENSMUSG00000039798	2600006K01Rik	other	2	29868723	29870317
ENSMUSG00000085914	Gm14320	other	2	167662109	167667697
ENSMUSG00000086671	Gm13618	other	2	66187836	66192813
ENSMUSG00000085921	Gm13752	other	2	80394897	80400525
ENSMUSG00000086735	Gm13977	other	2	115556786	115581555
ENSMUSG00000085358	Gm14437	other	2	165442264	165450485
ENSMUSG00000086819	Gm13613	other	2	69248307	69272491
ENSMUSG00000086411	Gm14236	other	2	168010529	168011506
ENSMUSG00000087164	Nr5a1os	other	2	38712676	38720638
ENSMUSG00000085201	Nr6a1os	other	2	38823257	38852370
ENSMUSG00000099632	2900093K20Rik	other	2	163419795	163420361
ENSMUSG00000086192	Gm13609	other	2	32016644	32017344
ENSMUSG00000087458	Gm13999	other	2	120024807	120027453
ENSMUSG00000089898	Gm14199	other	2	152990017	152991631
ENSMUSG00000087079	Gm13389	other	2	6884270	6886924
ENSMUSG00000086354	Gm13938	other	2	76722776	76786708
ENSMUSG00000085135	Gm13713	other	2	85160778	85193325
ENSMUSG00000086905	Gm13716	other	2	85196932	85198675
ENSMUSG00000087293	Gm14341	other	2	180954464	180966812
ENSMUSG00000086630	Gm14397	other	2	165159412	165163969
ENSMUSG00000085100	Gm13324	other	2	17559060	17559998
ENSMUSG00000109780	Gm45447	other	2	161109411	161114858
ENSMUSG00000086881	Gm13594	other	2	65238756	65239675
ENSMUSG00000086098	Gm14291	other	2	167201576	167202799
ENSMUSG00000085319	Gm13330	other	2	18032533	18039633
ENSMUSG00000053545	6430503K07Rik	other	2	147187424	147188407
ENSMUSG00000098024	Gm27003	other	2	126675916	126683805
ENSMUSG00000086509	Nkx2-2os	other	2	147184083	147331681
ENSMUSG00000084919	Ptprtos	other	2	162390813	162393945
ENSMUSG00000087521	AI646519	other	2	147357454	147362793
ENSMUSG00000085160	Gm13617	other	2	65944299	65954070
ENSMUSG00000052865	Gm13619	other	2	65852408	65860619
ENSMUSG00000085830	Grin1os	other	2	25291220	25298925
ENSMUSG00000086216	Gm13610	other	2	32232782	32236382
ENSMUSG00000087294	Gm13556	other	2	38285307	38287291
ENSMUSG00000087704	Gm14978	other	2	121293703	121296008
ENSMUSG00000085448	Gm13963	other	2	113387107	113441094
ENSMUSG00000087106	Gm13964	other	2	113500679	113504034
ENSMUSG00000087545	Gm13966	other	2	113440681	113442304
ENSMUSG00000086449	9030204H09Rik	other	2	35819190	35823385
ENSMUSG00000084798	4930533B01Rik	other	2	113691053	113708550
ENSMUSG00000086862	Gm13546	other	2	58164001	58177063
ENSMUSG00000086701	Gm13595	other	2	65509265	65512605
ENSMUSG00000098383	Gm27197	other	2	38347357	38348316
ENSMUSG00000087539	Gm13584	other	2	38359580	38363980
ENSMUSG00000085491	4930527E20Rik	other	2	30803793	30807429
ENSMUSG00000085029	Gm13569	other	2	62809187	62810698
ENSMUSG00000087515	Gm13554	other	2	26059010	26060275
ENSMUSG00000052248	Zeb2os	other	2	45110707	45114087
ENSMUSG00000087185	Gm13872	other	2	102737907	102746760
ENSMUSG00000056061	Gata5os	other	2	180332857	180340732
ENSMUSG00000098977	Gm27196	other	2	26206702	26209283
ENSMUSG00000087405	Gm14232	other	2	131159537	131171342
ENSMUSG00000074753	Gm14092	other	2	145550652	145554982
ENSMUSG00000086994	Gm13402	other	2	29349842	29396459
ENSMUSG00000085680	Gm13327	other	2	21341925	21369111
ENSMUSG00000085958	A930019D19Rik	other	2	146259286	146267160
ENSMUSG00000090397	Gm17096	other	2	166943539	166944308
ENSMUSG00000098889	Gm27206	other	2	160743927	160751909
ENSMUSG00000085303	Gm16751	other	2	160840836	160888028
ENSMUSG00000085767	Gm13563	other	2	26381526	26389018
ENSMUSG00000086578	Gm13583	other	2	60550757	60553923
ENSMUSG00000086618	Gm13256	other	2	9877256	9878869
ENSMUSG00000087125	A230108P19Rik	other	2	6193251	6321611
ENSMUSG00000027196	Alkbh3os1	other	2	93980034	93983575
ENSMUSG00000085716	Gm13388	other	2	6431786	6436033
ENSMUSG00000075534	Gm13262	other	2	9906178	9914678
ENSMUSG00000085737	Gm13442	other	2	31961690	31962547
ENSMUSG00000087162	Gm14244	other	2	127691899	127700488
ENSMUSG00000085110	Gm13920	other	2	102057587	102061430
ENSMUSG00000085417	Gm13919	other	2	102039629	102066725
ENSMUSG00000084935	Gm14161	other	2	152549714	152553932
ENSMUSG00000087496	Gm13523	other	2	32873755	32876001
ENSMUSG00000086669	AA645442	other	2	27326704	27331297
ENSMUSG00000085845	Gm13944	other	2	77462669	77480938
ENSMUSG00000109604	Gm45346	other	2	109670908	109676591
ENSMUSG00000060029	4930473A02Rik	other	2	130543791	130563749
ENSMUSG00000087148	1700030C14Rik	other	2	152652883	152654330
ENSMUSG00000090589	Gm17180	other	2	180099913	180101502
ENSMUSG00000075514	Gm13375	other	2	20969054	20969997
ENSMUSG00000103217	Gm38287	other	2	25180781	25183339
ENSMUSG00000063714	Sp3os	other	2	72979424	72988677
ENSMUSG00000085397	Gm13524	other	2	32846186	32848168
ENSMUSG00000086356	Gm13441	other	2	31886934	31892417
ENSMUSG00000087473	Gm13883	other	2	104256672	104275757
ENSMUSG00000085946	AA387200	other	2	152074855	152076808
ENSMUSG00000085485	Gm14024	other	2	129246376	129268526
ENSMUSG00000085818	Gm13267	other	2	5895510	5900131
ENSMUSG00000086196	Gm13571	other	2	60338188	60371234
ENSMUSG00000087086	Gm13269	other	2	14740372	14767024
ENSMUSG00000104106	Gm10848	other	2	14706834	14739722
ENSMUSG00000085008	Dbhos	other	2	27144898	27162703
ENSMUSG00000087283	Gm13580	other	2	60411525	60412579
ENSMUSG00000091192	Sardhos	other	2	27189382	27234710
ENSMUSG00000085089	Arhgap15os	other	2	44059238	44065324
ENSMUSG00000085383	Gm14218	other	2	136137006	136140161
ENSMUSG00000086659	Gm14146	other	2	151462045	151469613
ENSMUSG00000085631	9630028H03Rik	other	2	135325447	135583584
ENSMUSG00000085247	4930545L23Rik	other	2	135169573	135215616
ENSMUSG00000085036	Gm14011	other	2	128751271	128753705
ENSMUSG00000104354	Gm37126	other	2	13672516	13674434
ENSMUSG00000087433	Gm14167	other	2	151540731	151542348
ENSMUSG00000086430	4930551O13Rik	other	2	5037280	5041133
ENSMUSG00000084933	Gm13962	other	2	111246131	111256163
ENSMUSG00000085477	Gm13335	other	2	20420570	20432934
ENSMUSG00000086418	Gm13362	other	2	20709375	20713234
ENSMUSG00000085205	Gm13185	other	2	3752986	3755177
ENSMUSG00000084870	Gm13954	other	2	105708999	105710098
ENSMUSG00000085224	Gm13425	other	2	31633453	31640589
ENSMUSG00000087612	A230005M16Rik	other	2	25705850	25709716
ENSMUSG00000091457	Gm17171	other	2	20300817	20324670
ENSMUSG00000087435	Gm16323	other	2	30413716	30415338
ENSMUSG00000087549	Gm13427	other	2	31676364	31688469
ENSMUSG00000086447	Gm13522	other	2	52367063	52390307
ENSMUSG00000087035	Tmem74bos	other	2	151679361	151686339
ENSMUSG00000087267	4933427J07Rik	other	2	128955671	128957861
ENSMUSG00000086874	Gm13175	other	2	4458434	4466670
ENSMUSG00000084859	1700080N15Rik	other	2	4132063	4141141
ENSMUSG00000086018	Gm13179	other	2	4586024	4587287
ENSMUSG00000084946	Dlx1as	other	2	71516454	71537891
ENSMUSG00000086620	Rspo4os	other	2	151865315	151866960
ENSMUSG00000086913	Gm14019	other	2	121865781	121866717
ENSMUSG00000085471	4933423P22Rik	other	2	90479236	90488425
ENSMUSG00000087518	Gm13561	other	2	62357071	62470913
ENSMUSG00000087004	Gm14154	other	2	151947273	151950641
ENSMUSG00000084826	AI847159	other	2	129158666	129180667
ENSMUSG00000086652	Gm14029	other	2	129182482	129183947
ENSMUSG00000087364	Gm13398	other	2	27037285	27040853
ENSMUSG00000085755	Gm13496	other	2	38996713	38998258
ENSMUSG00000086384	Banf2os	other	2	144059138	144068806
ENSMUSG00000085127	4930444E06Rik	other	2	144243241	144244849
ENSMUSG00000086186	Ccdc34os	other	2	110031250	110050479
ENSMUSG00000100209	Gm28793	other	2	74696768	74697586
ENSMUSG00000086416	Gm14002	other	2	125207529	125217512
ENSMUSG00000085599	Gm13449	other	2	34993973	35013446
ENSMUSG00000085043	Gm13184	other	2	3468613	3474546
ENSMUSG00000052371	Hoxd3os1	other	2	74703248	74716130
ENSMUSG00000085735	Mettl5os	other	2	69885728	69888155
ENSMUSG00000085444	Gm13936	other	2	110196889	110256131
ENSMUSG00000052403	Fcnaos	other	2	25607892	25631761
ENSMUSG00000085001	Rapgef4os2	other	2	72224688	72232302
ENSMUSG00000085439	Rapgef4os1	other	2	72097603	72148796
ENSMUSG00000086231	Rapgef4os3	other	2	72244965	72248975
ENSMUSG00000079000	Dnmt3bos	other	2	153648690	153650286
ENSMUSG00000086515	Erich2os	other	2	70503433	70509199
ENSMUSG00000087264	Gad1os	other	2	70489940	70563357
ENSMUSG00000087103	Gm13344	other	2	19429104	19431983
ENSMUSG00000085797	A530010F05Rik	other	2	125274564	125277172
ENSMUSG00000085388	Ptf1aos	other	2	19441508	19446674
ENSMUSG00000085450	Gm13686	other	2	83700657	83701116
ENSMUSG00000086621	Gm13348	other	2	19634034	19636986
ENSMUSG00000084837	1700108N11Rik	other	2	144331459	144332639
ENSMUSG00000074805	Il1bos	other	2	129369897	129375748
ENSMUSG00000087015	Gm14041	other	2	129565047	129566068
ENSMUSG00000104853	Olfr375-ps1	other	3	131899080	131899328
ENSMUSG00000104058	Etv3l	other	3	87554910	87555434
ENSMUSG00000102283	Gm37000	other	3	3546368	3546795
ENSMUSG00000105672	Gm42816	other	3	102830494	102830818
ENSMUSG00000078684	5830417I10Rik	other	3	88775216	88825587
ENSMUSG00000103538	Olfr289-ps1	other	3	6751704	6752072
ENSMUSG00000104855	Gm43709	other	3	106177832	106179175
ENSMUSG00000106373	Gm6522	other	3	106275200	106299760
ENSMUSG00000105436	Gm43212	other	3	106373206	106374307
ENSMUSG00000106174	Gm43235	other	3	90846372	90848254
ENSMUSG00000106257	Gm9023	other	3	91010083	91017184
ENSMUSG00000106592	Gm43070	other	3	106553478	106553892
ENSMUSG00000083222	Gm12427	other	3	98818082	98820019
ENSMUSG00000082089	Gm12431	other	3	98842871	98843038
ENSMUSG00000103295	Scp2-ps1	other	3	155514441	155515311
ENSMUSG00000083122	Gm15578	other	3	156816037	156816511
ENSMUSG00000105746	Gm43595	other	3	90468898	90470959
ENSMUSG00000104082	Gm7115	other	3	83811471	83832219
ENSMUSG00000105317	Gbp2-ps	other	3	142658948	142669041
ENSMUSG00000103275	Gm36983	other	3	23072419	23074921
ENSMUSG00000081355	Gm15264	other	3	94720023	94758116
ENSMUSG00000081688	Gm12499	other	3	108029600	108031361
ENSMUSG00000103419	Gm29808	other	3	81000994	81001461
ENSMUSG00000103304	Gm5979	other	3	88474584	88475154
ENSMUSG00000106129	Gm19210	other	3	98469146	98473218
ENSMUSG00000106456	Gm9678	other	3	98581153	98588290
ENSMUSG00000105696	Gm19211	other	3	98522741	98526690
ENSMUSG00000083331	Gm12400	other	3	98680832	98688182
ENSMUSG00000081919	Gm12399	other	3	98669854	98678331
ENSMUSG00000103154	Gm38295	other	3	80194480	80194630
ENSMUSG00000104887	Gm43158	other	3	122125106	122227370
ENSMUSG00000105872	Gm9515	other	3	107906782	107911249
ENSMUSG00000096792	Gm21956	other	3	88376023	88377075
ENSMUSG00000078691	Gm6821	other	3	88381772	88382844
ENSMUSG00000089664	Gm12494	other	3	107950795	107953121
ENSMUSG00000106085	Gm43675	other	3	21603810	21605508
ENSMUSG00000104375	Gm6300	other	3	14363117	14377587
ENSMUSG00000102247	Gm37715	other	3	59424530	59424764
ENSMUSG00000104038	Gm37771	other	3	59483024	59483288
ENSMUSG00000103598	Gm4856	other	3	59505581	59535226
ENSMUSG00000095128	Gm5709	other	3	59602455	59635733
ENSMUSG00000102510	Olfr1398-ps1	other	3	52236865	52246945
ENSMUSG00000093767	Vmn2r-ps13	other	3	64899157	64899762
ENSMUSG00000103512	Gm37430	other	3	93871347	93871542
ENSMUSG00000102169	Gm9113	other	3	93873369	93874386
ENSMUSG00000102933	Gm9116	other	3	93909825	93910842
ENSMUSG00000102769	Gm37185	other	3	93912843	93913252
ENSMUSG00000102445	Gm37104	other	3	93958071	93958266
ENSMUSG00000103841	Gm37807	other	3	93969138	93969327
ENSMUSG00000102804	Gm37481	other	3	93977712	93978114
ENSMUSG00000104460	Gm9121	other	3	93980064	93981134
ENSMUSG00000104059	Gm9124	other	3	94009931	94011022
ENSMUSG00000102857	Gm37085	other	3	94012770	94012965
ENSMUSG00000102655	Gm37081	other	3	94069404	94069599
ENSMUSG00000102696	Gm37778	other	3	94079913	94080102
ENSMUSG00000103239	Gm37155	other	3	94088478	94088883
ENSMUSG00000102462	Gm5542	other	3	94090818	94091906
ENSMUSG00000104338	Gm9131	other	3	94119979	94121067
ENSMUSG00000102949	Gm37882	other	3	94122819	94123014
ENSMUSG00000102311	Gm5543	other	3	94157631	94158721
ENSMUSG00000102285	Gm37001	other	3	94166553	94166742
ENSMUSG00000089826	Gm16560	other	3	94173080	94173483
ENSMUSG00000090111	Gm16584	other	3	94201210	94201398
ENSMUSG00000089689	Gm4982	other	3	94236702	94237799
ENSMUSG00000089893	Gm9141	other	3	94242464	94243470
ENSMUSG00000089891	Gm16561	other	3	94275233	94275424
ENSMUSG00000083079	Amy2b	other	3	113147656	113156727
ENSMUSG00000081506	Amy2-ps1	other	3	113182249	113206697
ENSMUSG00000104649	Gm43712	other	3	90126767	90127057
ENSMUSG00000104023	Gm37213	other	3	70566262	70567296
ENSMUSG00000104298	Gm38040	other	3	93064740	93064964
ENSMUSG00000090303	Vmn2r-ps3	other	3	64053031	64055610
ENSMUSG00000093416	Gm18294	other	3	64195574	64213677
ENSMUSG00000093503	Vmn2r-ps4	other	3	64328660	64332853
ENSMUSG00000091967	Vmn2r-ps5	other	3	64339565	64357724
ENSMUSG00000093395	Vmn2r-ps6	other	3	64436883	64438287
ENSMUSG00000093546	Vmn2r-ps7	other	3	64442600	64443975
ENSMUSG00000093671	Gm20656	other	3	64447967	64460095
ENSMUSG00000094482	Vmn2r-ps8	other	3	64477018	64479319
ENSMUSG00000093699	Vmn2r-ps9	other	3	64591515	64592896
ENSMUSG00000093484	Gm20657	other	3	64596913	64605773
ENSMUSG00000095107	Vmn2r-ps10	other	3	64621694	64623995
ENSMUSG00000093474	Vmn2r-ps12	other	3	64744749	64745645
ENSMUSG00000103406	Gm5541	other	3	93628640	93629752
ENSMUSG00000104144	Gm18433	other	3	93689841	93690037
ENSMUSG00000104229	Gm18433	other	3	93708072	93708267
ENSMUSG00000102511	Gm38086	other	3	93724618	93725051
ENSMUSG00000103210	Gm5852	other	3	93727026	93728046
ENSMUSG00000105082	Aqp10-ps	other	3	89964709	89968658
ENSMUSG00000084092	Gm5843	other	3	14722416	14729626
ENSMUSG00000106369	Gm43355	other	3	127479435	127481427
ENSMUSG00000074196	Clca4c-ps	other	3	144861826	144896011
ENSMUSG00000090306	Adh6-ps1	other	3	138374121	138395002
ENSMUSG00000085006	BC021767	other	3	94661830	94670696
ENSMUSG00000103499	Gm6558	other	3	31644796	31690585
ENSMUSG00000074589	4930449A18Rik	other	3	59777809	59846817
ENSMUSG00000070465	Gm9696	other	3	59952309	59973594
ENSMUSG00000107741	Gm2011	other	3	40846820	40875388
ENSMUSG00000093434	Vmn2r-ps11	other	3	64632574	64662261
ENSMUSG00000105969	Gm42525	other	3	127480179	127481190
ENSMUSG00000105671	Gm31306	other	3	142898075	142898582
ENSMUSG00000090474	Gm9372	other	3	124292076	124292505
ENSMUSG00000069014	Gm5641	other	3	54481438	54482925
ENSMUSG00000106572	4933417G07Rik	other	3	55847105	55848400
ENSMUSG00000027694	Gm8325	other	3	60877014	60877587
ENSMUSG00000106029	Gm4410	other	3	128839836	128840521
ENSMUSG00000093392	Gm6061	other	3	122256728	122257219
ENSMUSG00000106376	Gm34139	other	3	122788221	122788514
ENSMUSG00000103441	7530428D23Rik	other	3	21753529	21800773
ENSMUSG00000090300	Gm17119	other	3	14564402	14564681
ENSMUSG00000104756	Gm42464	other	3	94421661	94422434
ENSMUSG00000095661	Gm8935	other	3	12855836	12858633
ENSMUSG00000074580	4931440P22Rik	other	3	65507257	65529379
ENSMUSG00000105506	Gm43743	other	3	94334394	94335332
ENSMUSG00000089999	Gm6485	other	3	104752727	104753165
ENSMUSG00000045327	6330549D23Rik	other	3	96606659	96629820
ENSMUSG00000105691	Gm42876	other	3	132806253	132809467
ENSMUSG00000106596	Gm42822	other	3	136701211	136702739
ENSMUSG00000105545	4930599N24Rik	other	3	136758958	136759960
ENSMUSG00000105095	8430422M14Rik	other	3	35955436	35956257
ENSMUSG00000105556	Gm43080	other	3	35969384	35972026
ENSMUSG00000103302	Gm37803	other	3	147404519	147409076
ENSMUSG00000105718	Gm43576	other	3	148454941	148455811
ENSMUSG00000103566	Gm38068	other	3	148569064	148569603
ENSMUSG00000103191	Gm37646	other	3	51423613	51423723
ENSMUSG00000106508	4933425M03Rik	other	3	85887691	85889234
ENSMUSG00000102775	Gm38160	other	3	51482331	51484829
ENSMUSG00000105445	Gm42972	other	3	127266673	127272289
ENSMUSG00000105733	Gm42973	other	3	127240576	127243775
ENSMUSG00000105822	Gm42969	other	3	127390076	127393706
ENSMUSG00000106612	Gm43750	other	3	127008309	127010801
ENSMUSG00000105939	Gm43322	other	3	126974256	126975867
ENSMUSG00000102570	Gm37968	other	3	51489620	51492820
ENSMUSG00000104963	Gm42974	other	3	127137837	127140490
ENSMUSG00000105322	Gm43751	other	3	127048976	127052046
ENSMUSG00000105469	A930036I15Rik	other	3	126966475	126967519
ENSMUSG00000105568	Gm42971	other	3	127283481	127285559
ENSMUSG00000106446	Gm42970	other	3	127298322	127299673
ENSMUSG00000105119	Gm43765	other	3	126986808	126987700
ENSMUSG00000105202	C230031I18Rik	other	3	127180276	127183973
ENSMUSG00000102466	Gm38200	other	3	51557542	51559652
ENSMUSG00000105748	Gm43088	other	3	137897144	137899490
ENSMUSG00000105425	Gm43469	other	3	151092134	151096767
ENSMUSG00000104816	Gm43473	other	3	151117922	151123918
ENSMUSG00000105419	Gm43205	other	3	36097177	36099144
ENSMUSG00000105701	Gm42587	other	3	127717206	127719186
ENSMUSG00000104888	1500005C15Rik	other	3	127714634	127717027
ENSMUSG00000105804	Gm43654	other	3	127829555	127832971
ENSMUSG00000105022	Gm43537	other	3	36529222	36532331
ENSMUSG00000105008	Gm43652	other	3	127863184	127863858
ENSMUSG00000074237	Gm10650	other	3	128038693	128040661
ENSMUSG00000105719	Gm42872	other	3	132767407	132769373
ENSMUSG00000105681	Gm43428	other	3	135872113	135875957
ENSMUSG00000106290	Gm43429	other	3	135860348	135862598
ENSMUSG00000105774	Gm43006	other	3	126657722	126659323
ENSMUSG00000106475	Gm43011	other	3	126600029	126604461
ENSMUSG00000105378	Gm42515	other	3	126737497	126741079
ENSMUSG00000105553	Gm42514	other	3	126746133	126747964
ENSMUSG00000105586	Gm43009	other	3	126644461	126648026
ENSMUSG00000104571	Gm43010	other	3	126625880	126628757
ENSMUSG00000104906	Gm43005	other	3	126662379	126663026
ENSMUSG00000103053	Gm38271	other	3	106589260	106590862
ENSMUSG00000102780	Gm38253	other	3	106725599	106730276
ENSMUSG00000106149	Gm43430	other	3	135650670	135654566
ENSMUSG00000105973	Gm42881	other	3	131610437	131613780
ENSMUSG00000105101	Gm43206	other	3	34682633	34682746
ENSMUSG00000105695	Gm43327	other	3	126441012	126445066
ENSMUSG00000103187	Gm37087	other	3	92242933	92246241
ENSMUSG00000106512	Gm43078	other	3	35413833	35414000
ENSMUSG00000105176	Gm43668	other	3	34070659	34076000
ENSMUSG00000104579	5830437K03Rik	other	3	130901665	130903043
ENSMUSG00000105628	Gm43350	other	3	130884851	130885561
ENSMUSG00000105135	Gm43667	other	3	34054335	34055429
ENSMUSG00000087440	4930577N17Rik	other	3	51276759	51278383
ENSMUSG00000104200	Gm37399	other	3	51302488	51302903
ENSMUSG00000103385	Gm37752	other	3	92277725	92281033
ENSMUSG00000104859	A430072C10Rik	other	3	131023839	131026370
ENSMUSG00000104612	Gm42449	other	3	131136785	131139042
ENSMUSG00000104897	Gm43203	other	3	35845342	35845899
ENSMUSG00000106584	4930502C17Rik	other	3	33956200	33957147
ENSMUSG00000105209	Gm43334	other	3	146324420	146325737
ENSMUSG00000106001	Gm42826	other	3	125216915	125219553
ENSMUSG00000105466	Gm42998	other	3	130703579	130705949
ENSMUSG00000105449	Gm43379	other	3	135428163	135435888
ENSMUSG00000105981	2810428J06Rik	other	3	135425237	135427932
ENSMUSG00000103313	Gm38357	other	3	51231917	51234380
ENSMUSG00000103652	Gm37209	other	3	50977536	50978811
ENSMUSG00000102614	Gm37843	other	3	50918887	50921525
ENSMUSG00000103012	Gm37548	other	3	50883246	50887059
ENSMUSG00000104281	Gm37461	other	3	50679698	50683401
ENSMUSG00000104068	Gm37199	other	3	50624347	50628411
ENSMUSG00000103713	Gm2136	other	3	45438380	45440956
ENSMUSG00000105058	Gm43590	other	3	123471970	123472356
ENSMUSG00000104860	Gm42510	other	3	123685715	123687972
ENSMUSG00000103881	Gm10748	other	3	5212838	5215216
ENSMUSG00000105166	Gm42629	other	3	129354004	129355105
ENSMUSG00000105278	Gm42630	other	3	129374110	129377557
ENSMUSG00000106092	Gm43072	other	3	129538141	129539811
ENSMUSG00000104333	Gm10253	other	3	88738753	88739692
ENSMUSG00000103947	Gm37345	other	3	45445669	45448806
ENSMUSG00000102190	Gm38166	other	3	45775424	45775894
ENSMUSG00000105990	Gm43307	other	3	159875846	159878216
ENSMUSG00000102581	Gm37443	other	3	33034228	33037054
ENSMUSG00000102498	Gm19445	other	3	33073919	33076356
ENSMUSG00000102703	Gm38313	other	3	85195182	85196447
ENSMUSG00000105894	Gm42710	other	3	152965433	152966417
ENSMUSG00000103816	Gm38006	other	3	143644890	143650953
ENSMUSG00000102919	Gm37726	other	3	84873891	84877776
ENSMUSG00000103491	Gm10730	other	3	47263078	47265800
ENSMUSG00000102883	Gm37279	other	3	63483884	63484369
ENSMUSG00000102530	Gm37228	other	3	133623684	133634758
ENSMUSG00000106024	A530083M17Rik	other	3	153309370	153312745
ENSMUSG00000104964	4930597L12Rik	other	3	153473744	153474654
ENSMUSG00000104384	Gm37031	other	3	33283118	33285647
ENSMUSG00000104203	Gm37398	other	3	33393382	33394847
ENSMUSG00000104110	Gm37295	other	3	48078341	48078449
ENSMUSG00000104186	Gm37819	other	3	49137463	49138527
ENSMUSG00000106628	Gm43558	other	3	134357292	134357501
ENSMUSG00000106150	4921527H02Rik	other	3	124398086	124399758
ENSMUSG00000103907	Gm37498	other	3	50400282	50404283
ENSMUSG00000104350	Gm38244	other	3	106478283	106480868
ENSMUSG00000105520	Gm42837	other	3	130592121	130594949
ENSMUSG00000105011	Gm43210	other	3	130539489	130545640
ENSMUSG00000105760	Gm43211	other	3	130561942	130563840
ENSMUSG00000105272	Gm43071	other	3	106567605	106569636
ENSMUSG00000102895	5830415G21Rik	other	3	50575186	50576517
ENSMUSG00000103416	Gm37338	other	3	3188033	3188159
ENSMUSG00000104122	Gm37482	other	3	155094865	155097655
ENSMUSG00000104329	Gm37324	other	3	155771325	155775828
ENSMUSG00000104235	Gm37589	other	3	60535751	60539744
ENSMUSG00000103952	Gm37268	other	3	41773181	41775794
ENSMUSG00000102322	4930566N20Rik	other	3	157207662	157208860
ENSMUSG00000104696	Gm42946	other	3	156646320	156648889
ENSMUSG00000106385	Gm42943	other	3	156731098	156734339
ENSMUSG00000105290	Gm43528	other	3	156737540	156739213
ENSMUSG00000105803	Gm43526	other	3	157071744	157073308
ENSMUSG00000106047	Gm42942	other	3	156703900	156705227
ENSMUSG00000106018	Gm43527	other	3	157000417	157003594
ENSMUSG00000104125	Gm37488	other	3	60604384	60607757
ENSMUSG00000105627	Gm43548	other	3	55574921	55577273
ENSMUSG00000104621	Gm43185	other	3	152250029	152252803
ENSMUSG00000105284	Gm42693	other	3	34663659	34664289
ENSMUSG00000104901	Gm42692	other	3	34643264	34646096
ENSMUSG00000106211	Gm42842	other	3	56123156	56126159
ENSMUSG00000105293	Gm42843	other	3	56163954	56167569
ENSMUSG00000106528	Gm42841	other	3	56128596	56130527
ENSMUSG00000104938	Gm42840	other	3	56014918	56017168
ENSMUSG00000103261	Gm36981	other	3	84058968	84063452
ENSMUSG00000104528	Gm43314	other	3	157894961	157897191
ENSMUSG00000105643	Gm42611	other	3	157980248	157983654
ENSMUSG00000103590	Gm37353	other	3	32721777	32722089
ENSMUSG00000105201	Gm43362	other	3	158033940	158036409
ENSMUSG00000103761	Gm37859	other	3	108532648	108534820
ENSMUSG00000105478	Gm43285	other	3	122995411	122999002
